Model,DPO3032
Firmware Version,2.16

Point Format,Y,
1.352e+00,-0.02,2.468
1.356e+00,-0.02,2.448
1.360e+00,-0.02,2.468
1.364e+00,-0.02,2.508
1.368e+00,0.06,2.428
1.372e+00,-0.02,2.448
1.376e+00,-0.1,2.448
1.380e+00,0.06,2.448
1.384e+00,0.06,2.428
1.388e+00,-0.1,2.508
1.392e+00,-0.02,2.468
1.396e+00,-0.02,2.428
1.400e+00,0.14,2.468
1.404e+00,-0.02,2.468
1.408e+00,-0.02,2.488
1.412e+00,-0.02,2.488
1.416e+00,-0.1,2.468
1.420e+00,-0.02,2.448
1.424e+00,-0.1,2.488
1.428e+00,0.06,2.468
1.432e+00,-0.02,2.448
1.436e+00,-0.02,2.448
1.440e+00,-0.02,2.448
1.444e+00,-0.1,2.448
1.448e+00,-0.1,2.448
1.452e+00,-0.1,2.448
1.456e+00,-0.02,2.448
1.460e+00,-0.02,2.408
1.464e+00,-0.02,2.428
1.468e+00,-0.02,2.448
1.472e+00,-0.02,2.488
1.476e+00,-0.02,2.428
1.480e+00,0.06,2.448
1.484e+00,-0.02,2.428
1.488e+00,-0.02,2.428
1.492e+00,-0.1,2.448
1.496e+00,-0.1,2.488
1.500e+00,-0.02,2.448
1.504e+00,-0.02,2.448
1.508e+00,-0.02,2.428
1.512e+00,-0.02,2.448
1.516e+00,-0.02,2.448
1.520e+00,-0.02,2.448
1.524e+00,-0.02,2.448
1.528e+00,-0.18,2.468
1.532e+00,-0.1,2.428
1.536e+00,-0.02,2.468
1.540e+00,-0.02,2.468
1.544e+00,0.06,2.468
1.548e+00,-0.02,2.448
1.552e+00,-0.02,2.448
1.556e+00,-0.1,2.428
1.560e+00,-0.02,2.448
1.564e+00,-0.1,2.468
1.568e+00,-0.02,2.408
1.572e+00,-0.02,2.428
1.576e+00,-0.02,2.428
1.580e+00,-0.02,2.448
1.584e+00,-0.02,2.468
1.588e+00,-0.02,2.448
1.592e+00,-0.02,2.428
1.596e+00,0.06,2.428
1.600e+00,-0.02,2.428
1.604e+00,-0.02,2.408
1.608e+00,0.06,2.468
1.612e+00,-0.02,2.448
1.616e+00,0.06,2.448
1.620e+00,-0.1,2.428
1.624e+00,-0.02,2.428
1.628e+00,-0.1,2.428
1.632e+00,-0.02,2.428
1.636e+00,-0.02,2.468
1.640e+00,-0.1,2.428
1.644e+00,-0.02,2.468
1.648e+00,-0.1,2.468
1.652e+00,-0.02,2.488
1.656e+00,-0.02,2.468
1.660e+00,-0.02,2.428
1.664e+00,-0.02,2.388
1.668e+00,0.06,2.468
1.672e+00,-0.02,2.448
1.676e+00,-0.02,2.448
1.680e+00,-0.02,2.448
1.684e+00,-0.02,2.468
1.688e+00,-0.02,2.448
1.692e+00,-0.02,2.408
1.696e+00,-0.02,2.468
1.700e+00,-0.02,2.448
1.704e+00,-0.02,2.408
1.708e+00,-0.02,2.428
1.712e+00,0.06,2.448
1.716e+00,-0.02,2.448
1.720e+00,-0.02,2.448
1.724e+00,-0.1,2.488
1.728e+00,-0.02,2.448
1.732e+00,-0.18,2.488
1.736e+00,-0.02,2.448
1.740e+00,-0.02,2.428
1.744e+00,-0.1,2.448
1.748e+00,-0.02,2.448
1.752e+00,-0.02,2.448
1.756e+00,-0.02,2.448
1.760e+00,-0.1,2.488
1.764e+00,-0.1,2.448
1.768e+00,-0.1,2.448
1.772e+00,-0.1,2.428
1.776e+00,0.06,2.448
1.780e+00,-0.02,2.428
1.784e+00,-0.1,2.448
1.788e+00,-0.02,2.448
1.792e+00,0.06,2.428
1.796e+00,0.06,2.468
1.800e+00,-0.02,2.448
1.804e+00,-0.1,2.428
1.808e+00,-0.02,2.468
1.812e+00,-0.02,2.428
1.816e+00,-0.02,2.428
1.820e+00,0.22,2.428
1.824e+00,0.06,2.448
1.828e+00,-0.02,2.468
1.832e+00,0.14,2.428
1.836e+00,-0.02,2.448
1.840e+00,-0.02,2.428
1.844e+00,-0.1,2.428
1.848e+00,-0.02,2.448
1.852e+00,-0.02,2.448
1.856e+00,-0.1,2.428
1.860e+00,-0.1,2.448
1.864e+00,-0.02,2.508
1.868e+00,-0.02,2.448
1.872e+00,-0.02,2.448
1.876e+00,-0.02,2.448
1.880e+00,-0.02,2.428
1.884e+00,0.06,2.448
1.888e+00,0.06,2.428
1.892e+00,0.06,2.448
1.896e+00,-0.02,2.428
1.900e+00,-0.02,2.448
1.904e+00,-0.02,2.428
1.908e+00,0.14,2.448
1.912e+00,-0.1,2.428
1.916e+00,0.06,2.428
1.920e+00,-0.02,2.448
1.924e+00,-0.1,2.448
1.928e+00,-0.02,2.428
1.932e+00,0.06,2.448
1.936e+00,0.06,2.488
1.940e+00,0.06,2.448
1.944e+00,-0.02,2.448
1.948e+00,-0.02,2.468
1.952e+00,-0.02,2.428
1.956e+00,-0.02,2.488
1.960e+00,-0.02,2.468
1.964e+00,-0.02,2.448
1.968e+00,-0.02,2.408
1.972e+00,-0.02,2.468
1.976e+00,-0.02,2.428
1.980e+00,-0.02,2.468
1.984e+00,-0.02,2.448
1.988e+00,-0.02,2.428
1.992e+00,-0.02,2.428
1.996e+00,-0.18,2.448

